,Folds
73,1.2.276.0.7230010.3.1.4.8323329.1370.1517875167.425534
74,1.2.276.0.7230010.3.1.4.8323329.32696.1517875161.855596
75,1.2.276.0.7230010.3.1.4.8323329.10316.1517875223.125686
76,1.2.276.0.7230010.3.1.4.8323329.31931.1517875157.544963
77,1.2.276.0.7230010.3.1.4.8323329.10425.1517875223.660376
78,1.2.276.0.7230010.3.1.4.8323329.14054.1517875249.366411
79,1.2.276.0.7230010.3.1.4.8323329.12672.1517875241.65878
80,1.2.276.0.7230010.3.1.4.8323329.4616.1517875183.755162
81,1.2.276.0.7230010.3.1.4.8323329.3209.1517875176.611814
82,1.2.276.0.7230010.3.1.4.8323329.12962.1517875242.751018
83,1.2.276.0.7230010.3.1.4.8323329.31966.1517875157.747846
84,1.2.276.0.7230010.3.1.4.8323329.1904.1517875170.166808
85,1.2.276.0.7230010.3.1.4.8323329.2964.1517875175.475086
86,1.2.276.0.7230010.3.1.4.8323329.3902.1517875180.48607
87,1.2.276.0.7230010.3.1.4.8323329.5253.1517875187.189874
88,1.2.276.0.7230010.3.1.4.8323329.31641.1517875156.38707
89,1.2.276.0.7230010.3.1.4.8323329.10289.1517875222.540
90,1.2.276.0.7230010.3.1.4.8323329.32006.1517875157.976665
91,1.2.276.0.7230010.3.1.4.8323329.3671.1517875178.945936
92,1.2.276.0.7230010.3.1.4.8323329.13232.1517875244.243032
93,1.2.276.0.7230010.3.1.4.8323329.2113.1517875171.230140
94,1.2.276.0.7230010.3.1.4.8323329.14308.1517875250.683150
95,1.2.276.0.7230010.3.1.4.8323329.1994.1517875170.612469
96,1.2.276.0.7230010.3.1.4.8323329.4946.1517875185.612726
97,1.2.276.0.7230010.3.1.4.8323329.32218.1517875159.68275
98,1.2.276.0.7230010.3.1.4.8323329.10222.1517875222.699231
99,1.2.276.0.7230010.3.1.4.8323329.11106.1517875231.182166
100,1.2.276.0.7230010.3.1.4.8323329.32262.1517875159.289880
101,1.2.276.0.7230010.3.1.4.8323329.12225.1517875238.56611
102,1.2.276.0.7230010.3.1.4.8323329.32619.1517875161.506662
103,1.2.276.0.7230010.3.1.4.8323329.3546.1517875178.336593
104,1.2.276.0.7230010.3.1.4.8323329.12128.1517875237.555681
105,1.2.276.0.7230010.3.1.4.8323329.4339.1517875182.352123
106,1.2.276.0.7230010.3.1.4.8323329.10719.1517875225.274048
107,1.2.276.0.7230010.3.1.4.8323329.4637.1517875183.903722
108,1.2.276.0.7230010.3.1.4.8323329.1640.1517875168.702472
109,1.2.276.0.7230010.3.1.4.8323329.4869.1517875185.177643
110,1.2.276.0.7230010.3.1.4.8323329.10797.1517875225.664914
111,1.2.276.0.7230010.3.1.4.8323329.4073.1517875180.986767
112,1.2.276.0.7230010.3.1.4.8323329.5413.1517875187.979328
113,1.2.276.0.7230010.3.1.4.8323329.5210.1517875186.987945
114,1.2.276.0.7230010.3.1.4.8323329.13725.1517875247.405193
115,1.2.276.0.7230010.3.1.4.8323329.14481.1517875252.317268
116,1.2.276.0.7230010.3.1.4.8323329.12820.1517875242.12046
117,1.2.276.0.7230010.3.1.4.8323329.398.1517875162.768699
118,1.2.276.0.7230010.3.1.4.8323329.5314.1517875187.603192
119,1.2.276.0.7230010.3.1.4.8323329.14467.1517875252.239527
120,1.2.276.0.7230010.3.1.4.8323329.14431.1517875252.82936
121,1.2.276.0.7230010.3.1.4.8323329.4373.1517875182.554858
122,1.2.276.0.7230010.3.1.4.8323329.11454.1517875233.21630
123,1.2.276.0.7230010.3.1.4.8323329.12897.1517875242.426825
124,1.2.276.0.7230010.3.1.4.8323329.3477.1517875178.7766
125,1.2.276.0.7230010.3.1.4.8323329.14106.1517875249.648711
126,1.2.276.0.7230010.3.1.4.8323329.1711.1517875169.50134
127,1.2.276.0.7230010.3.1.4.8323329.1909.1517875170.188918
128,1.2.276.0.7230010.3.1.4.8323329.11661.1517875234.195400
129,1.2.276.0.7230010.3.1.4.8323329.4098.1517875181.106050
130,1.2.276.0.7230010.3.1.4.8323329.11229.1517875231.823685
131,1.2.276.0.7230010.3.1.4.8323329.2009.1517875170.674437
132,1.2.276.0.7230010.3.1.4.8323329.2112.1517875171.227092
133,1.2.276.0.7230010.3.1.4.8323329.2447.1517875172.804337
134,1.2.276.0.7230010.3.1.4.8323329.12345.1517875238.693725
135,1.2.276.0.7230010.3.1.4.8323329.1764.1517875169.306622
136,1.2.276.0.7230010.3.1.4.8323329.13486.1517875245.544172
137,1.2.276.0.7230010.3.1.4.8323329.4290.1517875182.140612
138,1.2.276.0.7230010.3.1.4.8323329.32509.1517875160.934156
139,1.2.276.0.7230010.3.1.4.8323329.561.1517875163.435980
140,1.2.276.0.7230010.3.1.4.8323329.1076.1517875166.212353
141,1.2.276.0.7230010.3.1.4.8323329.5381.1517875187.848196
142,1.2.276.0.7230010.3.1.4.8323329.13994.1517875249.36683
143,1.2.276.0.7230010.3.1.4.8323329.12115.1517875237.449310
144,1.2.276.0.7230010.3.1.4.8323329.2028.1517875170.776571
145,1.2.276.0.7230010.3.1.4.8323329.13631.1517875246.946963
146,1.2.276.0.7230010.3.1.4.8323329.2699.1517875174.110570
147,1.2.276.0.7230010.3.1.4.8323329.13477.1517875245.501552
148,1.2.276.0.7230010.3.1.4.8323329.4741.1517875184.511107
149,1.2.276.0.7230010.3.1.4.8323329.4365.1517875182.491480
150,1.2.276.0.7230010.3.1.4.8323329.14091.1517875249.579277
151,1.2.276.0.7230010.3.1.4.8323329.376.1517875162.629466
152,1.2.276.0.7230010.3.1.4.8323329.345.1517875162.488131
153,1.2.276.0.7230010.3.1.4.8323329.1735.1517875169.165453
154,1.2.276.0.7230010.3.1.4.8323329.12899.1517875242.436844
155,1.2.276.0.7230010.3.1.4.8323329.3937.1517875180.208198
156,1.2.276.0.7230010.3.1.4.8323329.12044.1517875237.82459
157,1.2.276.0.7230010.3.1.4.8323329.10790.1517875225.641224
158,1.2.276.0.7230010.3.1.4.8323329.2983.1517875175.550568
159,1.2.276.0.7230010.3.1.4.8323329.2088.1517875171.99802
160,1.2.276.0.7230010.3.1.4.8323329.12354.1517875238.746738
161,1.2.276.0.7230010.3.1.4.8323329.3112.1517875176.157055
162,1.2.276.0.7230010.3.1.4.8323329.3011.1517875175.656678
163,1.2.276.0.7230010.3.1.4.8323329.13185.1517875244.52580
164,1.2.276.0.7230010.3.1.4.8323329.1921.1517875170.256461
165,1.2.276.0.7230010.3.1.4.8323329.12491.1517875239.375978
166,1.2.276.0.7230010.3.1.4.8323329.489.1517875163.169250
167,1.2.276.0.7230010.3.1.4.8323329.32211.1517875159.35791
168,1.2.276.0.7230010.3.1.4.8323329.11576.1517875233.682788
169,1.2.276.0.7230010.3.1.4.8323329.12177.1517875237.845301
170,1.2.276.0.7230010.3.1.4.8323329.12514.1517875239.492761
171,1.2.276.0.7230010.3.1.4.8323329.521.1517875163.304733
172,1.2.276.0.7230010.3.1.4.8323329.4678.1517875184.85774
173,1.2.276.0.7230010.3.1.4.8323329.12586.1517875239.909900
174,1.2.276.0.7230010.3.1.4.8323329.14363.1517875251.757947
175,1.2.276.0.7230010.3.1.4.8323329.11053.1517875230.471501
176,1.2.276.0.7230010.3.1.4.8323329.4656.1517875184.15128
177,1.2.276.0.7230010.3.1.4.8323329.5230.1517875187.98011
178,1.2.276.0.7230010.3.1.4.8323329.1672.1517875168.860940
179,1.2.276.0.7230010.3.1.4.8323329.12004.1517875236.852955
180,1.2.276.0.7230010.3.1.4.8323329.2766.1517875174.605668
181,1.2.276.0.7230010.3.1.4.8323329.32725.1517875161.987474
182,1.2.276.0.7230010.3.1.4.8323329.11129.1517875231.312824
183,1.2.276.0.7230010.3.1.4.8323329.11038.1517875230.35421
184,1.2.276.0.7230010.3.1.4.8323329.12170.1517875237.816780
185,1.2.276.0.7230010.3.1.4.8323329.12715.1517875241.285367
186,1.2.276.0.7230010.3.1.4.8323329.32658.1517875161.664352
187,1.2.276.0.7230010.3.1.4.8323329.10910.1517875227.856845
188,1.2.276.0.7230010.3.1.4.8323329.5146.1517875186.634270
189,1.2.276.0.7230010.3.1.4.8323329.425.1517875162.876307
190,1.2.276.0.7230010.3.1.4.8323329.12654.1517875240.995898
191,1.2.276.0.7230010.3.1.4.8323329.1221.1517875166.844950
192,1.2.276.0.7230010.3.1.4.8323329.5274.1517875187.303958
193,1.2.276.0.7230010.3.1.4.8323329.5734.1517875189.891532
194,1.2.276.0.7230010.3.1.4.8323329.2133.1517875171.297809
195,1.2.276.0.7230010.3.1.4.8323329.5697.1517875189.643327
196,1.2.276.0.7230010.3.1.4.8323329.3922.1517875180.137157
197,1.2.276.0.7230010.3.1.4.8323329.567.1517875163.478398
198,1.2.276.0.7230010.3.1.4.8323329.375.1517875162.621322
199,1.2.276.0.7230010.3.1.4.8323329.2063.1517875170.970837
200,1.2.276.0.7230010.3.1.4.8323329.12154.1517875237.738674
201,1.2.276.0.7230010.3.1.4.8323329.5699.1517875189.649322
202,1.2.276.0.7230010.3.1.4.8323329.32505.1517875160.911821
203,1.2.276.0.7230010.3.1.4.8323329.1439.1517875167.780288
204,1.2.276.0.7230010.3.1.4.8323329.1292.1517875167.157306
205,1.2.276.0.7230010.3.1.4.8323329.4395.1517875182.632090
206,1.2.276.0.7230010.3.1.4.8323329.31718.1517875156.459332
207,1.2.276.0.7230010.3.1.4.8323329.14371.1517875251.815512
208,1.2.276.0.7230010.3.1.4.8323329.12879.1517875242.339686
209,1.2.276.0.7230010.3.1.4.8323329.12403.1517875238.980630
210,1.2.276.0.7230010.3.1.4.8323329.11855.1517875236.54071
211,1.2.276.0.7230010.3.1.4.8323329.11542.1517875233.527935
212,1.2.276.0.7230010.3.1.4.8323329.14035.1517875249.255029
213,1.2.276.0.7230010.3.1.4.8323329.12666.1517875241.48706
214,1.2.276.0.7230010.3.1.4.8323329.4661.1517875184.22180
215,1.2.276.0.7230010.3.1.4.8323329.5450.1517875188.203707
216,1.2.276.0.7230010.3.1.4.8323329.11876.1517875236.143591
217,1.2.276.0.7230010.3.1.4.8323329.13718.1517875247.380468
218,1.2.276.0.7230010.3.1.4.8323329.4168.1517875181.481728
219,1.2.276.0.7230010.3.1.4.8323329.11969.1517875236.686733
220,1.2.276.0.7230010.3.1.4.8323329.1555.1517875168.395268
221,1.2.276.0.7230010.3.1.4.8323329.10438.1517875223.742233
222,1.2.276.0.7230010.3.1.4.8323329.10268.1517875222.913507
223,1.2.276.0.7230010.3.1.4.8323329.13527.1517875246.483578
224,1.2.276.0.7230010.3.1.4.8323329.11199.1517875231.672005
225,1.2.276.0.7230010.3.1.4.8323329.1930.1517875170.305802
226,1.2.276.0.7230010.3.1.4.8323329.10843.1517875225.915764
227,1.2.276.0.7230010.3.1.4.8323329.3395.1517875177.652801
228,1.2.276.0.7230010.3.1.4.8323329.12615.1517875240.150866
229,1.2.276.0.7230010.3.1.4.8323329.10879.1517875226.99155
230,1.2.276.0.7230010.3.1.4.8323329.13403.1517875245.148715
231,1.2.276.0.7230010.3.1.4.8323329.3787.1517875179.409747
232,1.2.276.0.7230010.3.1.4.8323329.1697.1517875168.995871
233,1.2.276.0.7230010.3.1.4.8323329.32746.1517875162.145832
234,1.2.276.0.7230010.3.1.4.8323329.12005.1517875236.858395
235,1.2.276.0.7230010.3.1.4.8323329.11615.1517875233.931862
236,1.2.276.0.7230010.3.1.4.8323329.501.1517875163.206998
237,1.2.276.0.7230010.3.1.4.8323329.10033.1517875221.45305
238,1.2.276.0.7230010.3.1.4.8323329.12191.1517875237.895586
239,1.2.276.0.7230010.3.1.4.8323329.1365.1517875167.410244
240,1.2.276.0.7230010.3.1.4.8323329.13028.1517875243.196056
241,1.2.276.0.7230010.3.1.4.8323329.2385.1517875172.478313
242,1.2.276.0.7230010.3.1.4.8323329.13438.1517875245.327302
243,1.2.276.0.7230010.3.1.4.8323329.2612.1517875173.713262
244,1.2.276.0.7230010.3.1.4.8323329.10348.1517875223.298190
245,1.2.276.0.7230010.3.1.4.8323329.556.1517875163.421242
246,1.2.276.0.7230010.3.1.4.8323329.1983.1517875170.547254
247,1.2.276.0.7230010.3.1.4.8323329.3427.1517875177.802582
248,1.2.276.0.7230010.3.1.4.8323329.12762.1517875241.679681
249,1.2.276.0.7230010.3.1.4.8323329.32351.1517875160.160328
250,1.2.276.0.7230010.3.1.4.8323329.1335.1517875167.296145
251,1.2.276.0.7230010.3.1.4.8323329.5645.1517875189.300562
252,1.2.276.0.7230010.3.1.4.8323329.10097.1517875222.32876
253,1.2.276.0.7230010.3.1.4.8323329.14043.1517875249.310459
254,1.2.276.0.7230010.3.1.4.8323329.13236.1517875244.271619
255,1.2.276.0.7230010.3.1.4.8323329.2163.1517875171.427248
256,1.2.276.0.7230010.3.1.4.8323329.2389.1517875172.512585
257,1.2.276.0.7230010.3.1.4.8323329.10371.1517875223.410271
258,1.2.276.0.7230010.3.1.4.8323329.32706.1517875161.898606
259,1.2.276.0.7230010.3.1.4.8323329.13547.1517875246.567659
260,1.2.276.0.7230010.3.1.4.8323329.3372.1517875177.535396
261,1.2.276.0.7230010.3.1.4.8323329.2336.1517875172.243921
262,1.2.276.0.7230010.3.1.4.8323329.13171.1517875243.994884
263,1.2.276.0.7230010.3.1.4.8323329.2641.1517875173.837846
264,1.2.276.0.7230010.3.1.4.8323329.11499.1517875233.225362
265,1.2.276.0.7230010.3.1.4.8323329.3443.1517875177.871597
266,1.2.276.0.7230010.3.1.4.8323329.10423.1517875223.644270
267,1.2.276.0.7230010.3.1.4.8323329.2821.1517875174.897493
268,1.2.276.0.7230010.3.1.4.8323329.4402.1517875182.663896
269,1.2.276.0.7230010.3.1.4.8323329.2605.1517875173.687873
270,1.2.276.0.7230010.3.1.4.8323329.10859.1517875225.990057
271,1.2.276.0.7230010.3.1.4.8323329.4898.1517875185.318787
272,1.2.276.0.7230010.3.1.4.8323329.4650.1517875183.982450
273,1.2.276.0.7230010.3.1.4.8323329.3964.1517875180.379578
274,1.2.276.0.7230010.3.1.4.8323329.13273.1517875244.439409
275,1.2.276.0.7230010.3.1.4.8323329.2915.1517875175.363370
276,1.2.276.0.7230010.3.1.4.8323329.2069.1517875170.994784
277,1.2.276.0.7230010.3.1.4.8323329.5683.1517875189.599331
278,1.2.276.0.7230010.3.1.4.8323329.1412.1517875167.630975
279,1.2.276.0.7230010.3.1.4.8323329.32284.1517875159.403015
280,1.2.276.0.7230010.3.1.4.8323329.13612.1517875246.848598
281,1.2.276.0.7230010.3.1.4.8323329.4735.1517875184.410483
282,1.2.276.0.7230010.3.1.4.8323329.12658.1517875241.13322
283,1.2.276.0.7230010.3.1.4.8323329.13509.1517875245.802544
284,1.2.276.0.7230010.3.1.4.8323329.325.1517875162.384468
285,1.2.276.0.7230010.3.1.4.8323329.10001.1517875220.930580
286,1.2.276.0.7230010.3.1.4.8323329.32299.1517875159.769755
287,1.2.276.0.7230010.3.1.4.8323329.12156.1517875237.748784
288,1.2.276.0.7230010.3.1.4.8323329.32646.1517875161.607351
289,1.2.276.0.7230010.3.1.4.8323329.448.1517875162.988074
290,1.2.276.0.7230010.3.1.4.8323329.2244.1517875171.776116
291,1.2.276.0.7230010.3.1.4.8323329.14064.1517875249.454414
292,1.2.276.0.7230010.3.1.4.8323329.10174.1517875222.481277
293,1.2.276.0.7230010.3.1.4.8323329.14209.1517875250.247490
294,1.2.276.0.7230010.3.1.4.8323329.11276.1517875232.97869
295,1.2.276.0.7230010.3.1.4.8323329.12504.1517875239.433651
296,1.2.276.0.7230010.3.1.4.8323329.2630.1517875173.773726
297,1.2.276.0.7230010.3.1.4.8323329.5218.1517875187.23413
298,1.2.276.0.7230010.3.1.4.8323329.2640.1517875173.835341
299,1.2.276.0.7230010.3.1.4.8323329.3760.1517875179.307505
300,1.2.276.0.7230010.3.1.4.8323329.10694.1517875225.115568
301,1.2.276.0.7230010.3.1.4.8323329.1081.1517875166.228103
302,1.2.276.0.7230010.3.1.4.8323329.5638.1517875189.251081
303,1.2.276.0.7230010.3.1.4.8323329.10968.1517875228.787245
304,1.2.276.0.7230010.3.1.4.8323329.3029.1517875175.711694
305,1.2.276.0.7230010.3.1.4.8323329.4158.1517875181.418079
306,1.2.276.0.7230010.3.1.4.8323329.32329.1517875160.91430
307,1.2.276.0.7230010.3.1.4.8323329.460.1517875163.52377
308,1.2.276.0.7230010.3.1.4.8323329.10011.1517875220.977487
309,1.2.276.0.7230010.3.1.4.8323329.10235.1517875222.754411
310,1.2.276.0.7230010.3.1.4.8323329.14270.1517875250.506358
311,1.2.276.0.7230010.3.1.4.8323329.11494.1517875233.202067
312,1.2.276.0.7230010.3.1.4.8323329.12392.1517875238.932059
313,1.2.276.0.7230010.3.1.4.8323329.12527.1517875239.531103
314,1.2.276.0.7230010.3.1.4.8323329.12305.1517875238.471535
315,1.2.276.0.7230010.3.1.4.8323329.12792.1517875241.875159
316,1.2.276.0.7230010.3.1.4.8323329.10571.1517875224.333275
317,1.2.276.0.7230010.3.1.4.8323329.13798.1517875247.990948
318,1.2.276.0.7230010.3.1.4.8323329.4596.1517875183.652556
319,1.2.276.0.7230010.3.1.4.8323329.3149.1517875176.331946
320,1.2.276.0.7230010.3.1.4.8323329.524.1517875163.298894
321,1.2.276.0.7230010.3.1.4.8323329.4461.1517875182.971843
322,1.2.276.0.7230010.3.1.4.8323329.13447.1517875245.367852
323,1.2.276.0.7230010.3.1.4.8323329.13618.1517875246.881992
324,1.2.276.0.7230010.3.1.4.8323329.1591.1517875168.523019
325,1.2.276.0.7230010.3.1.4.8323329.14031.1517875249.233468
326,1.2.276.0.7230010.3.1.4.8323329.5208.1517875186.973889
327,1.2.276.0.7230010.3.1.4.8323329.14521.1517875252.507065
328,1.2.276.0.7230010.3.1.4.8323329.14408.1517875251.948768
329,1.2.276.0.7230010.3.1.4.8323329.3473.1517875177.994480
330,1.2.276.0.7230010.3.1.4.8323329.13488.1517875245.545341
331,1.2.276.0.7230010.3.1.4.8323329.2669.1517875173.971495
332,1.2.276.0.7230010.3.1.4.8323329.10728.1517875225.326830
333,1.2.276.0.7230010.3.1.4.8323329.3166.1517875176.393634
334,1.2.276.0.7230010.3.1.4.8323329.4037.1517875180.811454
335,1.2.276.0.7230010.3.1.4.8323329.2770.1517875174.619644
336,1.2.276.0.7230010.3.1.4.8323329.12936.1517875242.612323
337,1.2.276.0.7230010.3.1.4.8323329.1065.1517875166.126456
338,1.2.276.0.7230010.3.1.4.8323329.3373.1517875177.537106
339,1.2.276.0.7230010.3.1.4.8323329.11490.1517875233.194234
340,1.2.276.0.7230010.3.1.4.8323329.2539.1517875173.268842
341,1.2.276.0.7230010.3.1.4.8323329.1265.1517875167.28712
342,1.2.276.0.7230010.3.1.4.8323329.13907.1517875248.593038
343,1.2.276.0.7230010.3.1.4.8323329.13165.1517875243.967088
344,1.2.276.0.7230010.3.1.4.8323329.2323.1517875172.175897
345,1.2.276.0.7230010.3.1.4.8323329.31669.1517875156.239920
346,1.2.276.0.7230010.3.1.4.8323329.1515.1517875168.187200
347,1.2.276.0.7230010.3.1.4.8323329.558.1517875163.430896
348,1.2.276.0.7230010.3.1.4.8323329.13876.1517875248.435599
349,1.2.276.0.7230010.3.1.4.8323329.4882.1517875185.245838
350,1.2.276.0.7230010.3.1.4.8323329.12531.1517875239.559491
351,1.2.276.0.7230010.3.1.4.8323329.3182.1517875176.464297
352,1.2.276.0.7230010.3.1.4.8323329.1100.1517875166.335042
353,1.2.276.0.7230010.3.1.4.8323329.2361.1517875172.356013
354,1.2.276.0.7230010.3.1.4.8323329.479.1517875163.132546
355,1.2.276.0.7230010.3.1.4.8323329.3440.1517875177.845463
356,1.2.276.0.7230010.3.1.4.8323329.2643.1517875173.857756
357,1.2.276.0.7230010.3.1.4.8323329.475.1517875163.123986
358,1.2.276.0.7230010.3.1.4.8323329.1464.1517875167.927281
359,1.2.276.0.7230010.3.1.4.8323329.5447.1517875188.190197
360,1.2.276.0.7230010.3.1.4.8323329.4463.1517875182.977400
361,1.2.276.0.7230010.3.1.4.8323329.11111.1517875231.215341
362,1.2.276.0.7230010.3.1.4.8323329.4740.1517875184.518822
363,1.2.276.0.7230010.3.1.4.8323329.14312.1517875250.941093
364,1.2.276.0.7230010.3.1.4.8323329.4834.1517875185.39692
365,1.2.276.0.7230010.3.1.4.8323329.10741.1517875225.413374
366,1.2.276.0.7230010.3.1.4.8323329.31644.1517875156.38707
367,1.2.276.0.7230010.3.1.4.8323329.2303.1517875172.23510
368,1.2.276.0.7230010.3.1.4.8323329.2106.1517875171.196793
369,1.2.276.0.7230010.3.1.4.8323329.10477.1517875223.875271
370,1.2.276.0.7230010.3.1.4.8323329.13383.1517875245.49806
371,1.2.276.0.7230010.3.1.4.8323329.5708.1517875189.694020
372,1.2.276.0.7230010.3.1.4.8323329.11921.1517875236.474727
373,1.2.276.0.7230010.3.1.4.8323329.4902.1517875185.343074
374,1.2.276.0.7230010.3.1.4.8323329.31994.1517875157.910390
375,1.2.276.0.7230010.3.1.4.8323329.14010.1517875249.111849
376,1.2.276.0.7230010.3.1.4.8323329.32628.1517875161.542105
377,1.2.276.0.7230010.3.1.4.8323329.572.1517875163.499069
378,1.2.276.0.7230010.3.1.4.8323329.4083.1517875181.28021
379,1.2.276.0.7230010.3.1.4.8323329.12280.1517875238.377093
380,1.2.276.0.7230010.3.1.4.8323329.14197.1517875250.194662
381,1.2.276.0.7230010.3.1.4.8323329.11014.1517875229.541593
382,1.2.276.0.7230010.3.1.4.8323329.32520.1517875160.990399
383,1.2.276.0.7230010.3.1.4.8323329.14567.1517875252.737433
384,1.2.276.0.7230010.3.1.4.8323329.4228.1517875181.822090
385,1.2.276.0.7230010.3.1.4.8323329.343.1517875162.487099
386,1.2.276.0.7230010.3.1.4.8323329.11603.1517875233.867947
387,1.2.276.0.7230010.3.1.4.8323329.3239.1517875176.815074
388,1.2.276.0.7230010.3.1.4.8323329.1374.1517875167.438882
389,1.2.276.0.7230010.3.1.4.8323329.3216.1517875176.648507
390,1.2.276.0.7230010.3.1.4.8323329.13043.1517875243.251817
391,1.2.276.0.7230010.3.1.4.8323329.4045.1517875180.844069
392,1.2.276.0.7230010.3.1.4.8323329.12947.1517875242.656443
393,1.2.276.0.7230010.3.1.4.8323329.431.1517875162.902494
394,1.2.276.0.7230010.3.1.4.8323329.10181.1517875222.501595
395,1.2.276.0.7230010.3.1.4.8323329.32395.1517875160.396775
396,1.2.276.0.7230010.3.1.4.8323329.12497.1517875239.403769
397,1.2.276.0.7230010.3.1.4.8323329.11320.1517875232.317528
398,1.2.276.0.7230010.3.1.4.8323329.3815.1517875179.613404
399,1.2.276.0.7230010.3.1.4.8323329.11967.1517875236.665181
