,Folds
97,1.2.276.0.7230010.3.1.4.8323329.1636.1517875168.675520
98,1.2.276.0.7230010.3.1.4.8323329.11046.1517875230.89394
99,1.2.276.0.7230010.3.1.4.8323329.1977.1517875170.515538
100,1.2.276.0.7230010.3.1.4.8323329.4400.1517875182.649687
101,1.2.276.0.7230010.3.1.4.8323329.13951.1517875248.819627
102,1.2.276.0.7230010.3.1.4.8323329.32366.1517875160.250195
103,1.2.276.0.7230010.3.1.4.8323329.3398.1517875177.659672
104,1.2.276.0.7230010.3.1.4.8323329.2820.1517875174.884740
105,1.2.276.0.7230010.3.1.4.8323329.13737.1517875247.647555
106,1.2.276.0.7230010.3.1.4.8323329.12529.1517875239.545984
107,1.2.276.0.7230010.3.1.4.8323329.13253.1517875244.367672
108,1.2.276.0.7230010.3.1.4.8323329.14292.1517875250.605080
109,1.2.276.0.7230010.3.1.4.8323329.10869.1517875226.41725
110,1.2.276.0.7230010.3.1.4.8323329.32610.1517875161.461415
111,1.2.276.0.7230010.3.1.4.8323329.11743.1517875234.555676
112,1.2.276.0.7230010.3.1.4.8323329.14303.1517875250.658236
113,1.2.276.0.7230010.3.1.4.8323329.13208.1517875244.134919
114,1.2.276.0.7230010.3.1.4.8323329.5585.1517875188.898129
115,1.2.276.0.7230010.3.1.4.8323329.11186.1517875231.620611
116,1.2.276.0.7230010.3.1.4.8323329.13913.1517875248.625290
117,1.2.276.0.7230010.3.1.4.8323329.2466.1517875172.902109
118,1.2.276.0.7230010.3.1.4.8323329.12294.1517875238.418455
119,1.2.276.0.7230010.3.1.4.8323329.31672.1517875156.226948
120,1.2.276.0.7230010.3.1.4.8323329.5119.1517875186.494944
121,1.2.276.0.7230010.3.1.4.8323329.13705.1517875247.300630
122,1.2.276.0.7230010.3.1.4.8323329.13038.1517875243.229853
123,1.2.276.0.7230010.3.1.4.8323329.1509.1517875168.170477
124,1.2.276.0.7230010.3.1.4.8323329.1536.1517875168.273817
125,1.2.276.0.7230010.3.1.4.8323329.32353.1517875160.175087
126,1.2.276.0.7230010.3.1.4.8323329.5073.1517875186.287848
127,1.2.276.0.7230010.3.1.4.8323329.5265.1517875187.260165
128,1.2.276.0.7230010.3.1.4.8323329.10089.1517875221.908702
129,1.2.276.0.7230010.3.1.4.8323329.4548.1517875183.395700
130,1.2.276.0.7230010.3.1.4.8323329.4287.1517875182.142855
131,1.2.276.0.7230010.3.1.4.8323329.347.1517875162.506017
132,1.2.276.0.7230010.3.1.4.8323329.3909.1517875180.73776
133,1.2.276.0.7230010.3.1.4.8323329.4256.1517875181.945117
134,1.2.276.0.7230010.3.1.4.8323329.4598.1517875183.663351
135,1.2.276.0.7230010.3.1.4.8323329.4220.1517875181.794015
136,1.2.276.0.7230010.3.1.4.8323329.12201.1517875237.934859
137,1.2.276.0.7230010.3.1.4.8323329.3368.1517875177.520282
138,1.2.276.0.7230010.3.1.4.8323329.13480.1517875245.508760
139,1.2.276.0.7230010.3.1.4.8323329.13002.1517875242.948222
140,1.2.276.0.7230010.3.1.4.8323329.13519.1517875246.419417
141,1.2.276.0.7230010.3.1.4.8323329.5164.1517875186.739639
142,1.2.276.0.7230010.3.1.4.8323329.2001.1517875170.647496
143,1.2.276.0.7230010.3.1.4.8323329.13681.1517875247.197556
144,1.2.276.0.7230010.3.1.4.8323329.3923.1517875180.145636
145,1.2.276.0.7230010.3.1.4.8323329.11701.1517875234.373651
146,1.2.276.0.7230010.3.1.4.8323329.11277.1517875232.103158
147,1.2.276.0.7230010.3.1.4.8323329.10836.1517875225.855935
148,1.2.276.0.7230010.3.1.4.8323329.12304.1517875238.474454
149,1.2.276.0.7230010.3.1.4.8323329.10935.1517875228.159433
150,1.2.276.0.7230010.3.1.4.8323329.12781.1517875241.802291
151,1.2.276.0.7230010.3.1.4.8323329.3185.1517875176.478174
152,1.2.276.0.7230010.3.1.4.8323329.12794.1517875241.884552
153,1.2.276.0.7230010.3.1.4.8323329.12530.1517875239.554811
154,1.2.276.0.7230010.3.1.4.8323329.11657.1517875234.172462
155,1.2.276.0.7230010.3.1.4.8323329.14157.1517875249.905485
156,1.2.276.0.7230010.3.1.4.8323329.3179.1517875176.452964
157,1.2.276.0.7230010.3.1.4.8323329.13081.1517875243.480848
158,1.2.276.0.7230010.3.1.4.8323329.5520.1517875188.629951
159,1.2.276.0.7230010.3.1.4.8323329.32750.1517875162.158103
160,1.2.276.0.7230010.3.1.4.8323329.10486.1517875223.915304
161,1.2.276.0.7230010.3.1.4.8323329.13020.1517875243.120404
162,1.2.276.0.7230010.3.1.4.8323329.12738.1517875241.571876
163,1.2.276.0.7230010.3.1.4.8323329.5301.1517875187.499884
164,1.2.276.0.7230010.3.1.4.8323329.12693.1517875241.217666
165,1.2.276.0.7230010.3.1.4.8323329.5248.1517875187.168063
166,1.2.276.0.7230010.3.1.4.8323329.13225.1517875244.222612
167,1.2.276.0.7230010.3.1.4.8323329.5053.1517875186.153242
168,1.2.276.0.7230010.3.1.4.8323329.32697.1517875161.881280
169,1.2.276.0.7230010.3.1.4.8323329.11396.1517875232.775244
170,1.2.276.0.7230010.3.1.4.8323329.3841.1517875179.739126
171,1.2.276.0.7230010.3.1.4.8323329.32640.1517875161.583174
172,1.2.276.0.7230010.3.1.4.8323329.4568.1517875183.526303
173,1.2.276.0.7230010.3.1.4.8323329.2379.1517875172.440582
174,1.2.276.0.7230010.3.1.4.8323329.11510.1517875233.262262
175,1.2.276.0.7230010.3.1.4.8323329.12962.1517875242.751018
176,1.2.276.0.7230010.3.1.4.8323329.13652.1517875247.49829
177,1.2.276.0.7230010.3.1.4.8323329.438.1517875162.937614
178,1.2.276.0.7230010.3.1.4.8323329.2832.1517875174.954179
179,1.2.276.0.7230010.3.1.4.8323329.4382.1517875182.587704
180,1.2.276.0.7230010.3.1.4.8323329.32323.1517875160.48938
181,1.2.276.0.7230010.3.1.4.8323329.4746.1517875184.591608
182,1.2.276.0.7230010.3.1.4.8323329.32455.1517875160.699598
183,1.2.276.0.7230010.3.1.4.8323329.4526.1517875183.297791
184,1.2.276.0.7230010.3.1.4.8323329.32651.1517875161.636322
185,1.2.276.0.7230010.3.1.4.8323329.391.1517875162.734705
186,1.2.276.0.7230010.3.1.4.8323329.32472.1517875160.767538
187,1.2.276.0.7230010.3.1.4.8323329.12984.1517875242.874361
188,1.2.276.0.7230010.3.1.4.8323329.31982.1517875157.832985
189,1.2.276.0.7230010.3.1.4.8323329.32228.1517875159.124624
190,1.2.276.0.7230010.3.1.4.8323329.11860.1517875236.62687
191,1.2.276.0.7230010.3.1.4.8323329.4642.1517875183.945919
192,1.2.276.0.7230010.3.1.4.8323329.13782.1517875247.898700
193,1.2.276.0.7230010.3.1.4.8323329.5236.1517875187.119037
194,1.2.276.0.7230010.3.1.4.8323329.32361.1517875160.230672
195,1.2.276.0.7230010.3.1.4.8323329.32467.1517875160.756893
196,1.2.276.0.7230010.3.1.4.8323329.10220.1517875222.665546
197,1.2.276.0.7230010.3.1.4.8323329.3865.1517875179.871412
198,1.2.276.0.7230010.3.1.4.8323329.4794.1517875184.840760
199,1.2.276.0.7230010.3.1.4.8323329.1918.1517875170.236705
200,1.2.276.0.7230010.3.1.4.8323329.10704.1517875225.167311
201,1.2.276.0.7230010.3.1.4.8323329.13902.1517875248.596324
202,1.2.276.0.7230010.3.1.4.8323329.12488.1517875239.365976
203,1.2.276.0.7230010.3.1.4.8323329.3304.1517875177.177601
204,1.2.276.0.7230010.3.1.4.8323329.5126.1517875186.545368
205,1.2.276.0.7230010.3.1.4.8323329.4686.1517875184.116004
206,1.2.276.0.7230010.3.1.4.8323329.4260.1517875181.1486
207,1.2.276.0.7230010.3.1.4.8323329.10778.1517875225.610254
208,1.2.276.0.7230010.3.1.4.8323329.2452.1517875172.818545
209,1.2.276.0.7230010.3.1.4.8323329.11732.1517875234.518247
210,1.2.276.0.7230010.3.1.4.8323329.32724.1517875161.985602
211,1.2.276.0.7230010.3.1.4.8323329.4622.1517875183.785481
212,1.2.276.0.7230010.3.1.4.8323329.13237.1517875244.282346
213,1.2.276.0.7230010.3.1.4.8323329.13609.1517875246.843630
214,1.2.276.0.7230010.3.1.4.8323329.14038.1517875249.271298
215,1.2.276.0.7230010.3.1.4.8323329.1911.1517875170.204464
216,1.2.276.0.7230010.3.1.4.8323329.4881.1517875185.250249
217,1.2.276.0.7230010.3.1.4.8323329.3838.1517875179.729923
218,1.2.276.0.7230010.3.1.4.8323329.1066.1517875166.134239
219,1.2.276.0.7230010.3.1.4.8323329.3556.1517875178.396932
220,1.2.276.0.7230010.3.1.4.8323329.5561.1517875188.811997
221,1.2.276.0.7230010.3.1.4.8323329.1002.1517875165.878183
222,1.2.276.0.7230010.3.1.4.8323329.1073.1517875166.186056
223,1.2.276.0.7230010.3.1.4.8323329.31749.1517875156.609918
224,1.2.276.0.7230010.3.1.4.8323329.12220.1517875238.33367
225,1.2.276.0.7230010.3.1.4.8323329.10269.1517875222.913699
226,1.2.276.0.7230010.3.1.4.8323329.3641.1517875178.807896
227,1.2.276.0.7230010.3.1.4.8323329.1699.1517875169.6097
228,1.2.276.0.7230010.3.1.4.8323329.4362.1517875182.469446
229,1.2.276.0.7230010.3.1.4.8323329.3268.1517875176.976845
230,1.2.276.0.7230010.3.1.4.8323329.11540.1517875233.498485
231,1.2.276.0.7230010.3.1.4.8323329.10521.1517875224.91521
232,1.2.276.0.7230010.3.1.4.8323329.11831.1517875235.928224
233,1.2.276.0.7230010.3.1.4.8323329.2751.1517875174.472847
234,1.2.276.0.7230010.3.1.4.8323329.12642.1517875240.927081
235,1.2.276.0.7230010.3.1.4.8323329.1251.1517875166.966302
236,1.2.276.0.7230010.3.1.4.8323329.32383.1517875160.322522
237,1.2.276.0.7230010.3.1.4.8323329.3914.1517875180.105431
238,1.2.276.0.7230010.3.1.4.8323329.14119.1517875249.711195
239,1.2.276.0.7230010.3.1.4.8323329.10983.1517875229.96645
240,1.2.276.0.7230010.3.1.4.8323329.11233.1517875231.878552
241,1.2.276.0.7230010.3.1.4.8323329.12114.1517875237.447839
242,1.2.276.0.7230010.3.1.4.8323329.12549.1517875239.661402
243,1.2.276.0.7230010.3.1.4.8323329.12588.1517875239.917774
244,1.2.276.0.7230010.3.1.4.8323329.32113.1517875158.485626
245,1.2.276.0.7230010.3.1.4.8323329.2590.1517875173.626954
246,1.2.276.0.7230010.3.1.4.8323329.12528.1517875239.545460
247,1.2.276.0.7230010.3.1.4.8323329.12448.1517875239.156922
248,1.2.276.0.7230010.3.1.4.8323329.1893.1517875170.134347
249,1.2.276.0.7230010.3.1.4.8323329.31992.1517875157.897981
250,1.2.276.0.7230010.3.1.4.8323329.13461.1517875245.430456
251,1.2.276.0.7230010.3.1.4.8323329.10049.1517875221.738029
252,1.2.276.0.7230010.3.1.4.8323329.32362.1517875160.233721
253,1.2.276.0.7230010.3.1.4.8323329.5168.1517875186.763362
254,1.2.276.0.7230010.3.1.4.8323329.5100.1517875186.402552
255,1.2.276.0.7230010.3.1.4.8323329.12263.1517875238.298329
256,1.2.276.0.7230010.3.1.4.8323329.2124.1517875171.270334
257,1.2.276.0.7230010.3.1.4.8323329.10194.1517875222.571179
258,1.2.276.0.7230010.3.1.4.8323329.13706.1517875247.304787
259,1.2.276.0.7230010.3.1.4.8323329.2330.1517875172.213783
260,1.2.276.0.7230010.3.1.4.8323329.14361.1517875251.731646
261,1.2.276.0.7230010.3.1.4.8323329.11946.1517875236.581091
262,1.2.276.0.7230010.3.1.4.8323329.4768.1517875184.665499
263,1.2.276.0.7230010.3.1.4.8323329.32641.1517875161.583657
264,1.2.276.0.7230010.3.1.4.8323329.31729.1517875156.505488
265,1.2.276.0.7230010.3.1.4.8323329.11544.1517875233.525074
266,1.2.276.0.7230010.3.1.4.8323329.2587.1517875173.604513
267,1.2.276.0.7230010.3.1.4.8323329.4197.1517875181.675711
268,1.2.276.0.7230010.3.1.4.8323329.10833.1517875225.845843
269,1.2.276.0.7230010.3.1.4.8323329.2316.1517875172.129280
270,1.2.276.0.7230010.3.1.4.8323329.495.1517875163.183419
271,1.2.276.0.7230010.3.1.4.8323329.3126.1517875176.234139
272,1.2.276.0.7230010.3.1.4.8323329.13351.1517875244.775166
273,1.2.276.0.7230010.3.1.4.8323329.4275.1517875182.100527
274,1.2.276.0.7230010.3.1.4.8323329.11307.1517875232.268960
275,1.2.276.0.7230010.3.1.4.8323329.1654.1517875168.763844
276,1.2.276.0.7230010.3.1.4.8323329.5147.1517875186.650192
277,1.2.276.0.7230010.3.1.4.8323329.14050.1517875249.339978
278,1.2.276.0.7230010.3.1.4.8323329.4591.1517875183.645960
279,1.2.276.0.7230010.3.1.4.8323329.32678.1517875161.759787
280,1.2.276.0.7230010.3.1.4.8323329.548.1517875163.391746
281,1.2.276.0.7230010.3.1.4.8323329.4560.1517875183.444298
282,1.2.276.0.7230010.3.1.4.8323329.32751.1517875162.166618
283,1.2.276.0.7230010.3.1.4.8323329.2250.1517875171.808735
284,1.2.276.0.7230010.3.1.4.8323329.513.1517875163.267737
285,1.2.276.0.7230010.3.1.4.8323329.5012.1517875185.962358
286,1.2.276.0.7230010.3.1.4.8323329.5747.1517875190.107803
287,1.2.276.0.7230010.3.1.4.8323329.2665.1517875173.947393
288,1.2.276.0.7230010.3.1.4.8323329.12751.1517875241.623881
289,1.2.276.0.7230010.3.1.4.8323329.12524.1517875239.524176
290,1.2.276.0.7230010.3.1.4.8323329.2570.1517875173.477427
291,1.2.276.0.7230010.3.1.4.8323329.1460.1517875167.903103
292,1.2.276.0.7230010.3.1.4.8323329.4393.1517875182.624964
293,1.2.276.0.7230010.3.1.4.8323329.11302.1517875232.240112
294,1.2.276.0.7230010.3.1.4.8323329.32637.1517875161.576979
295,1.2.276.0.7230010.3.1.4.8323329.12531.1517875239.559491
296,1.2.276.0.7230010.3.1.4.8323329.1135.1517875166.429148
297,1.2.276.0.7230010.3.1.4.8323329.32741.1517875162.111016
298,1.2.276.0.7230010.3.1.4.8323329.32499.1517875160.887465
299,1.2.276.0.7230010.3.1.4.8323329.13756.1517875247.746525
300,1.2.276.0.7230010.3.1.4.8323329.2465.1517875172.884029
301,1.2.276.0.7230010.3.1.4.8323329.5385.1517875187.870575
302,1.2.276.0.7230010.3.1.4.8323329.5776.1517875190.487379
303,1.2.276.0.7230010.3.1.4.8323329.11535.1517875233.453088
304,1.2.276.0.7230010.3.1.4.8323329.32652.1517875161.641603
305,1.2.276.0.7230010.3.1.4.8323329.13910.1517875248.607765
306,1.2.276.0.7230010.3.1.4.8323329.2324.1517875172.174627
307,1.2.276.0.7230010.3.1.4.8323329.3827.1517875179.677923
308,1.2.276.0.7230010.3.1.4.8323329.2258.1517875171.834139
309,1.2.276.0.7230010.3.1.4.8323329.2988.1517875175.570430
310,1.2.276.0.7230010.3.1.4.8323329.14153.1517875249.883940
311,1.2.276.0.7230010.3.1.4.8323329.10890.1517875226.133125
312,1.2.276.0.7230010.3.1.4.8323329.32410.1517875160.466574
313,1.2.276.0.7230010.3.1.4.8323329.12846.1517875242.141253
314,1.2.276.0.7230010.3.1.4.8323329.5462.1517875188.269543
315,1.2.276.0.7230010.3.1.4.8323329.12368.1517875238.845224
316,1.2.276.0.7230010.3.1.4.8323329.2276.1517875171.901874
317,1.2.276.0.7230010.3.1.4.8323329.13162.1517875243.950980
318,1.2.276.0.7230010.3.1.4.8323329.3846.1517875179.755149
319,1.2.276.0.7230010.3.1.4.8323329.10336.1517875223.220220
320,1.2.276.0.7230010.3.1.4.8323329.2804.1517875174.816020
321,1.2.276.0.7230010.3.1.4.8323329.3558.1517875178.413700
322,1.2.276.0.7230010.3.1.4.8323329.10305.1517875223.79499
323,1.2.276.0.7230010.3.1.4.8323329.12406.1517875238.995975
324,1.2.276.0.7230010.3.1.4.8323329.32725.1517875161.987474
325,1.2.276.0.7230010.3.1.4.8323329.3000.1517875175.622260
326,1.2.276.0.7230010.3.1.4.8323329.1644.1517875168.720240
327,1.2.276.0.7230010.3.1.4.8323329.5725.1517875189.774399
328,1.2.276.0.7230010.3.1.4.8323329.10942.1517875228.354527
329,1.2.276.0.7230010.3.1.4.8323329.10881.1517875226.95814
330,1.2.276.0.7230010.3.1.4.8323329.14377.1517875251.815822
331,1.2.276.0.7230010.3.1.4.8323329.4717.1517875184.288478
332,1.2.276.0.7230010.3.1.4.8323329.12964.1517875242.768125
333,1.2.276.0.7230010.3.1.4.8323329.10698.1517875225.137793
334,1.2.276.0.7230010.3.1.4.8323329.4825.1517875184.1740
335,1.2.276.0.7230010.3.1.4.8323329.5221.1517875187.34759
336,1.2.276.0.7230010.3.1.4.8323329.13284.1517875244.503803
337,1.2.276.0.7230010.3.1.4.8323329.5495.1517875188.485671
338,1.2.276.0.7230010.3.1.4.8323329.13031.1517875243.197108
339,1.2.276.0.7230010.3.1.4.8323329.4762.1517875184.652466
340,1.2.276.0.7230010.3.1.4.8323329.13953.1517875248.824290
341,1.2.276.0.7230010.3.1.4.8323329.10177.1517875222.472715
342,1.2.276.0.7230010.3.1.4.8323329.4656.1517875184.15128
343,1.2.276.0.7230010.3.1.4.8323329.11038.1517875230.35421
344,1.2.276.0.7230010.3.1.4.8323329.11863.1517875236.89253
345,1.2.276.0.7230010.3.1.4.8323329.552.1517875163.403094
346,1.2.276.0.7230010.3.1.4.8323329.10991.1517875229.224825
347,1.2.276.0.7230010.3.1.4.8323329.1854.1517875169.929244
348,1.2.276.0.7230010.3.1.4.8323329.2037.1517875170.827449
349,1.2.276.0.7230010.3.1.4.8323329.12904.1517875242.467403
350,1.2.276.0.7230010.3.1.4.8323329.5019.1517875185.975789
351,1.2.276.0.7230010.3.1.4.8323329.2128.1517875171.279329
352,1.2.276.0.7230010.3.1.4.8323329.11963.1517875236.660471
353,1.2.276.0.7230010.3.1.4.8323329.32133.1517875158.616122
354,1.2.276.0.7230010.3.1.4.8323329.10417.1517875223.617426
355,1.2.276.0.7230010.3.1.4.8323329.13839.1517875248.236864
356,1.2.276.0.7230010.3.1.4.8323329.3681.1517875178.965337
357,1.2.276.0.7230010.3.1.4.8323329.12988.1517875242.889055
358,1.2.276.0.7230010.3.1.4.8323329.10202.1517875222.620531
359,1.2.276.0.7230010.3.1.4.8323329.13995.1517875249.36138
360,1.2.276.0.7230010.3.1.4.8323329.5498.1517875188.505805
361,1.2.276.0.7230010.3.1.4.8323329.14288.1517875250.580679
362,1.2.276.0.7230010.3.1.4.8323329.1299.1517875167.176879
363,1.2.276.0.7230010.3.1.4.8323329.10561.1517875224.274935
364,1.2.276.0.7230010.3.1.4.8323329.1547.1517875168.342561
365,1.2.276.0.7230010.3.1.4.8323329.10920.1517875227.933102
366,1.2.276.0.7230010.3.1.4.8323329.1675.1517875168.870209
367,1.2.276.0.7230010.3.1.4.8323329.31879.1517875157.296662
368,1.2.276.0.7230010.3.1.4.8323329.3410.1517875177.712430
369,1.2.276.0.7230010.3.1.4.8323329.4747.1517875184.602287
370,1.2.276.0.7230010.3.1.4.8323329.3175.1517875176.443627
371,1.2.276.0.7230010.3.1.4.8323329.4497.1517875183.160248
372,1.2.276.0.7230010.3.1.4.8323329.3166.1517875176.393634
373,1.2.276.0.7230010.3.1.4.8323329.5219.1517875187.28247
374,1.2.276.0.7230010.3.1.4.8323329.11181.1517875231.590428
375,1.2.276.0.7230010.3.1.4.8323329.11965.1517875236.668330
376,1.2.276.0.7230010.3.1.4.8323329.12700.1517875241.230758
377,1.2.276.0.7230010.3.1.4.8323329.13167.1517875243.968582
378,1.2.276.0.7230010.3.1.4.8323329.4409.1517875182.697426
379,1.2.276.0.7230010.3.1.4.8323329.12238.1517875238.146725
380,1.2.276.0.7230010.3.1.4.8323329.14574.1517875252.774870
381,1.2.276.0.7230010.3.1.4.8323329.13084.1517875243.528738
382,1.2.276.0.7230010.3.1.4.8323329.11421.1517875232.860080
383,1.2.276.0.7230010.3.1.4.8323329.2150.1517875171.378050
384,1.2.276.0.7230010.3.1.4.8323329.11360.1517875232.583238
385,1.2.276.0.7230010.3.1.4.8323329.12677.1517875241.88096
386,1.2.276.0.7230010.3.1.4.8323329.12533.1517875239.572750
387,1.2.276.0.7230010.3.1.4.8323329.32670.1517875161.717858
388,1.2.276.0.7230010.3.1.4.8323329.14072.1517875249.505583
389,1.2.276.0.7230010.3.1.4.8323329.3678.1517875178.953520
390,1.2.276.0.7230010.3.1.4.8323329.1349.1517875167.351429
391,1.2.276.0.7230010.3.1.4.8323329.338.1517875162.455978
392,1.2.276.0.7230010.3.1.4.8323329.13245.1517875244.329474
393,1.2.276.0.7230010.3.1.4.8323329.3245.1517875176.864282
394,1.2.276.0.7230010.3.1.4.8323329.1593.1517875168.530966
395,1.2.276.0.7230010.3.1.4.8323329.31698.1517875156.375608
396,1.2.276.0.7230010.3.1.4.8323329.3925.1517875180.160846
397,1.2.276.0.7230010.3.1.4.8323329.10807.1517875225.709130
398,1.2.276.0.7230010.3.1.4.8323329.10285.1517875222.993969
