,Folds
73,1.2.276.0.7230010.3.1.4.8323329.14498.1517875252.402631
74,1.2.276.0.7230010.3.1.4.8323329.12781.1517875241.802291
75,1.2.276.0.7230010.3.1.4.8323329.11638.1517875234.50689
76,1.2.276.0.7230010.3.1.4.8323329.32353.1517875160.175087
77,1.2.276.0.7230010.3.1.4.8323329.10358.1517875223.346264
78,1.2.276.0.7230010.3.1.4.8323329.11321.1517875232.313040
79,1.2.276.0.7230010.3.1.4.8323329.10395.1517875223.513440
80,1.2.276.0.7230010.3.1.4.8323329.32382.1517875160.313844
81,1.2.276.0.7230010.3.1.4.8323329.12974.1517875242.810717
82,1.2.276.0.7230010.3.1.4.8323329.12454.1517875239.191587
83,1.2.276.0.7230010.3.1.4.8323329.10645.1517875224.708994
84,1.2.276.0.7230010.3.1.4.8323329.13681.1517875247.197556
85,1.2.276.0.7230010.3.1.4.8323329.4664.1517875184.31466
86,1.2.276.0.7230010.3.1.4.8323329.4188.1517875181.583930
87,1.2.276.0.7230010.3.1.4.8323329.1370.1517875167.425534
88,1.2.276.0.7230010.3.1.4.8323329.32696.1517875161.855596
89,1.2.276.0.7230010.3.1.4.8323329.14071.1517875249.480171
90,1.2.276.0.7230010.3.1.4.8323329.11264.1517875232.34678
91,1.2.276.0.7230010.3.1.4.8323329.10316.1517875223.125686
92,1.2.276.0.7230010.3.1.4.8323329.31931.1517875157.544963
93,1.2.276.0.7230010.3.1.4.8323329.11548.1517875233.551045
94,1.2.276.0.7230010.3.1.4.8323329.10425.1517875223.660376
95,1.2.276.0.7230010.3.1.4.8323329.14054.1517875249.366411
96,1.2.276.0.7230010.3.1.4.8323329.12672.1517875241.65878
97,1.2.276.0.7230010.3.1.4.8323329.4616.1517875183.755162
98,1.2.276.0.7230010.3.1.4.8323329.3209.1517875176.611814
99,1.2.276.0.7230010.3.1.4.8323329.12962.1517875242.751018
100,1.2.276.0.7230010.3.1.4.8323329.31894.1517875157.356829
101,1.2.276.0.7230010.3.1.4.8323329.31966.1517875157.747846
102,1.2.276.0.7230010.3.1.4.8323329.1904.1517875170.166808
103,1.2.276.0.7230010.3.1.4.8323329.2964.1517875175.475086
104,1.2.276.0.7230010.3.1.4.8323329.3902.1517875180.48607
105,1.2.276.0.7230010.3.1.4.8323329.5253.1517875187.189874
106,1.2.276.0.7230010.3.1.4.8323329.31641.1517875156.38707
107,1.2.276.0.7230010.3.1.4.8323329.10289.1517875222.540
108,1.2.276.0.7230010.3.1.4.8323329.32006.1517875157.976665
109,1.2.276.0.7230010.3.1.4.8323329.3671.1517875178.945936
110,1.2.276.0.7230010.3.1.4.8323329.12362.1517875238.799884
111,1.2.276.0.7230010.3.1.4.8323329.13232.1517875244.243032
112,1.2.276.0.7230010.3.1.4.8323329.2113.1517875171.230140
113,1.2.276.0.7230010.3.1.4.8323329.14308.1517875250.683150
114,1.2.276.0.7230010.3.1.4.8323329.1994.1517875170.612469
115,1.2.276.0.7230010.3.1.4.8323329.4946.1517875185.612726
116,1.2.276.0.7230010.3.1.4.8323329.10222.1517875222.699231
117,1.2.276.0.7230010.3.1.4.8323329.11106.1517875231.182166
118,1.2.276.0.7230010.3.1.4.8323329.11422.1517875232.865125
119,1.2.276.0.7230010.3.1.4.8323329.12225.1517875238.56611
120,1.2.276.0.7230010.3.1.4.8323329.32619.1517875161.506662
121,1.2.276.0.7230010.3.1.4.8323329.3546.1517875178.336593
122,1.2.276.0.7230010.3.1.4.8323329.12128.1517875237.555681
123,1.2.276.0.7230010.3.1.4.8323329.4339.1517875182.352123
124,1.2.276.0.7230010.3.1.4.8323329.10719.1517875225.274048
125,1.2.276.0.7230010.3.1.4.8323329.4637.1517875183.903722
126,1.2.276.0.7230010.3.1.4.8323329.1640.1517875168.702472
127,1.2.276.0.7230010.3.1.4.8323329.4869.1517875185.177643
128,1.2.276.0.7230010.3.1.4.8323329.5413.1517875187.979328
129,1.2.276.0.7230010.3.1.4.8323329.5210.1517875186.987945
130,1.2.276.0.7230010.3.1.4.8323329.13725.1517875247.405193
131,1.2.276.0.7230010.3.1.4.8323329.14481.1517875252.317268
132,1.2.276.0.7230010.3.1.4.8323329.12820.1517875242.12046
133,1.2.276.0.7230010.3.1.4.8323329.1190.1517875166.710435
134,1.2.276.0.7230010.3.1.4.8323329.5314.1517875187.603192
135,1.2.276.0.7230010.3.1.4.8323329.14467.1517875252.239527
136,1.2.276.0.7230010.3.1.4.8323329.14431.1517875252.82936
137,1.2.276.0.7230010.3.1.4.8323329.4373.1517875182.554858
138,1.2.276.0.7230010.3.1.4.8323329.11454.1517875233.21630
139,1.2.276.0.7230010.3.1.4.8323329.14306.1517875250.681247
140,1.2.276.0.7230010.3.1.4.8323329.12897.1517875242.426825
141,1.2.276.0.7230010.3.1.4.8323329.3477.1517875178.7766
142,1.2.276.0.7230010.3.1.4.8323329.14106.1517875249.648711
143,1.2.276.0.7230010.3.1.4.8323329.1711.1517875169.50134
144,1.2.276.0.7230010.3.1.4.8323329.2349.1517875172.293273
145,1.2.276.0.7230010.3.1.4.8323329.1909.1517875170.188918
146,1.2.276.0.7230010.3.1.4.8323329.11661.1517875234.195400
147,1.2.276.0.7230010.3.1.4.8323329.4098.1517875181.106050
148,1.2.276.0.7230010.3.1.4.8323329.11229.1517875231.823685
149,1.2.276.0.7230010.3.1.4.8323329.2009.1517875170.674437
150,1.2.276.0.7230010.3.1.4.8323329.5667.1517875189.400199
151,1.2.276.0.7230010.3.1.4.8323329.2112.1517875171.227092
152,1.2.276.0.7230010.3.1.4.8323329.31660.1517875156.198907
153,1.2.276.0.7230010.3.1.4.8323329.2447.1517875172.804337
154,1.2.276.0.7230010.3.1.4.8323329.12345.1517875238.693725
155,1.2.276.0.7230010.3.1.4.8323329.1764.1517875169.306622
156,1.2.276.0.7230010.3.1.4.8323329.13486.1517875245.544172
157,1.2.276.0.7230010.3.1.4.8323329.4290.1517875182.140612
158,1.2.276.0.7230010.3.1.4.8323329.32509.1517875160.934156
159,1.2.276.0.7230010.3.1.4.8323329.561.1517875163.435980
160,1.2.276.0.7230010.3.1.4.8323329.1076.1517875166.212353
161,1.2.276.0.7230010.3.1.4.8323329.5381.1517875187.848196
162,1.2.276.0.7230010.3.1.4.8323329.12115.1517875237.449310
163,1.2.276.0.7230010.3.1.4.8323329.2028.1517875170.776571
164,1.2.276.0.7230010.3.1.4.8323329.13631.1517875246.946963
165,1.2.276.0.7230010.3.1.4.8323329.2699.1517875174.110570
166,1.2.276.0.7230010.3.1.4.8323329.13477.1517875245.501552
167,1.2.276.0.7230010.3.1.4.8323329.4741.1517875184.511107
168,1.2.276.0.7230010.3.1.4.8323329.4365.1517875182.491480
169,1.2.276.0.7230010.3.1.4.8323329.14091.1517875249.579277
170,1.2.276.0.7230010.3.1.4.8323329.345.1517875162.488131
171,1.2.276.0.7230010.3.1.4.8323329.1735.1517875169.165453
172,1.2.276.0.7230010.3.1.4.8323329.12899.1517875242.436844
173,1.2.276.0.7230010.3.1.4.8323329.3937.1517875180.208198
174,1.2.276.0.7230010.3.1.4.8323329.12044.1517875237.82459
175,1.2.276.0.7230010.3.1.4.8323329.10790.1517875225.641224
176,1.2.276.0.7230010.3.1.4.8323329.2983.1517875175.550568
177,1.2.276.0.7230010.3.1.4.8323329.2088.1517875171.99802
178,1.2.276.0.7230010.3.1.4.8323329.12354.1517875238.746738
179,1.2.276.0.7230010.3.1.4.8323329.3112.1517875176.157055
180,1.2.276.0.7230010.3.1.4.8323329.3011.1517875175.656678
181,1.2.276.0.7230010.3.1.4.8323329.13185.1517875244.52580
182,1.2.276.0.7230010.3.1.4.8323329.1921.1517875170.256461
183,1.2.276.0.7230010.3.1.4.8323329.12491.1517875239.375978
184,1.2.276.0.7230010.3.1.4.8323329.489.1517875163.169250
185,1.2.276.0.7230010.3.1.4.8323329.32211.1517875159.35791
186,1.2.276.0.7230010.3.1.4.8323329.11576.1517875233.682788
187,1.2.276.0.7230010.3.1.4.8323329.11113.1517875231.221380
188,1.2.276.0.7230010.3.1.4.8323329.12514.1517875239.492761
189,1.2.276.0.7230010.3.1.4.8323329.521.1517875163.304733
190,1.2.276.0.7230010.3.1.4.8323329.4678.1517875184.85774
191,1.2.276.0.7230010.3.1.4.8323329.12586.1517875239.909900
192,1.2.276.0.7230010.3.1.4.8323329.14363.1517875251.757947
193,1.2.276.0.7230010.3.1.4.8323329.11053.1517875230.471501
194,1.2.276.0.7230010.3.1.4.8323329.4656.1517875184.15128
195,1.2.276.0.7230010.3.1.4.8323329.5230.1517875187.98011
196,1.2.276.0.7230010.3.1.4.8323329.1672.1517875168.860940
197,1.2.276.0.7230010.3.1.4.8323329.12004.1517875236.852955
198,1.2.276.0.7230010.3.1.4.8323329.2766.1517875174.605668
199,1.2.276.0.7230010.3.1.4.8323329.32725.1517875161.987474
200,1.2.276.0.7230010.3.1.4.8323329.12353.1517875238.743706
201,1.2.276.0.7230010.3.1.4.8323329.11038.1517875230.35421
202,1.2.276.0.7230010.3.1.4.8323329.12170.1517875237.816780
203,1.2.276.0.7230010.3.1.4.8323329.12715.1517875241.285367
204,1.2.276.0.7230010.3.1.4.8323329.32658.1517875161.664352
205,1.2.276.0.7230010.3.1.4.8323329.10910.1517875227.856845
206,1.2.276.0.7230010.3.1.4.8323329.5146.1517875186.634270
207,1.2.276.0.7230010.3.1.4.8323329.425.1517875162.876307
208,1.2.276.0.7230010.3.1.4.8323329.12654.1517875240.995898
209,1.2.276.0.7230010.3.1.4.8323329.1221.1517875166.844950
210,1.2.276.0.7230010.3.1.4.8323329.5274.1517875187.303958
211,1.2.276.0.7230010.3.1.4.8323329.5734.1517875189.891532
212,1.2.276.0.7230010.3.1.4.8323329.5697.1517875189.643327
213,1.2.276.0.7230010.3.1.4.8323329.4950.1517875185.642663
214,1.2.276.0.7230010.3.1.4.8323329.3922.1517875180.137157
215,1.2.276.0.7230010.3.1.4.8323329.375.1517875162.621322
216,1.2.276.0.7230010.3.1.4.8323329.2063.1517875170.970837
217,1.2.276.0.7230010.3.1.4.8323329.12154.1517875237.738674
218,1.2.276.0.7230010.3.1.4.8323329.5699.1517875189.649322
219,1.2.276.0.7230010.3.1.4.8323329.32505.1517875160.911821
220,1.2.276.0.7230010.3.1.4.8323329.1439.1517875167.780288
221,1.2.276.0.7230010.3.1.4.8323329.1292.1517875167.157306
222,1.2.276.0.7230010.3.1.4.8323329.4395.1517875182.632090
223,1.2.276.0.7230010.3.1.4.8323329.3618.1517875178.702844
224,1.2.276.0.7230010.3.1.4.8323329.31718.1517875156.459332
225,1.2.276.0.7230010.3.1.4.8323329.14371.1517875251.815512
226,1.2.276.0.7230010.3.1.4.8323329.12879.1517875242.339686
227,1.2.276.0.7230010.3.1.4.8323329.3775.1517875179.372719
228,1.2.276.0.7230010.3.1.4.8323329.11855.1517875236.54071
229,1.2.276.0.7230010.3.1.4.8323329.11542.1517875233.527935
230,1.2.276.0.7230010.3.1.4.8323329.14035.1517875249.255029
231,1.2.276.0.7230010.3.1.4.8323329.12666.1517875241.48706
232,1.2.276.0.7230010.3.1.4.8323329.4661.1517875184.22180
233,1.2.276.0.7230010.3.1.4.8323329.5450.1517875188.203707
234,1.2.276.0.7230010.3.1.4.8323329.11876.1517875236.143591
235,1.2.276.0.7230010.3.1.4.8323329.13718.1517875247.380468
236,1.2.276.0.7230010.3.1.4.8323329.4168.1517875181.481728
237,1.2.276.0.7230010.3.1.4.8323329.11969.1517875236.686733
238,1.2.276.0.7230010.3.1.4.8323329.1555.1517875168.395268
239,1.2.276.0.7230010.3.1.4.8323329.10438.1517875223.742233
240,1.2.276.0.7230010.3.1.4.8323329.10268.1517875222.913507
241,1.2.276.0.7230010.3.1.4.8323329.13527.1517875246.483578
242,1.2.276.0.7230010.3.1.4.8323329.11199.1517875231.672005
243,1.2.276.0.7230010.3.1.4.8323329.1930.1517875170.305802
244,1.2.276.0.7230010.3.1.4.8323329.10843.1517875225.915764
245,1.2.276.0.7230010.3.1.4.8323329.3395.1517875177.652801
246,1.2.276.0.7230010.3.1.4.8323329.12615.1517875240.150866
247,1.2.276.0.7230010.3.1.4.8323329.10879.1517875226.99155
248,1.2.276.0.7230010.3.1.4.8323329.12475.1517875239.287746
249,1.2.276.0.7230010.3.1.4.8323329.13403.1517875245.148715
250,1.2.276.0.7230010.3.1.4.8323329.3787.1517875179.409747
251,1.2.276.0.7230010.3.1.4.8323329.10086.1517875221.892727
252,1.2.276.0.7230010.3.1.4.8323329.1697.1517875168.995871
253,1.2.276.0.7230010.3.1.4.8323329.32746.1517875162.145832
254,1.2.276.0.7230010.3.1.4.8323329.12005.1517875236.858395
255,1.2.276.0.7230010.3.1.4.8323329.11615.1517875233.931862
256,1.2.276.0.7230010.3.1.4.8323329.501.1517875163.206998
257,1.2.276.0.7230010.3.1.4.8323329.10033.1517875221.45305
258,1.2.276.0.7230010.3.1.4.8323329.12191.1517875237.895586
259,1.2.276.0.7230010.3.1.4.8323329.10781.1517875225.623646
260,1.2.276.0.7230010.3.1.4.8323329.1365.1517875167.410244
261,1.2.276.0.7230010.3.1.4.8323329.13028.1517875243.196056
262,1.2.276.0.7230010.3.1.4.8323329.4587.1517875183.632454
263,1.2.276.0.7230010.3.1.4.8323329.2385.1517875172.478313
264,1.2.276.0.7230010.3.1.4.8323329.13438.1517875245.327302
265,1.2.276.0.7230010.3.1.4.8323329.2612.1517875173.713262
266,1.2.276.0.7230010.3.1.4.8323329.10348.1517875223.298190
267,1.2.276.0.7230010.3.1.4.8323329.11531.1517875233.424262
268,1.2.276.0.7230010.3.1.4.8323329.556.1517875163.421242
269,1.2.276.0.7230010.3.1.4.8323329.1983.1517875170.547254
270,1.2.276.0.7230010.3.1.4.8323329.3427.1517875177.802582
271,1.2.276.0.7230010.3.1.4.8323329.12762.1517875241.679681
272,1.2.276.0.7230010.3.1.4.8323329.32351.1517875160.160328
273,1.2.276.0.7230010.3.1.4.8323329.1335.1517875167.296145
274,1.2.276.0.7230010.3.1.4.8323329.5645.1517875189.300562
275,1.2.276.0.7230010.3.1.4.8323329.10097.1517875222.32876
276,1.2.276.0.7230010.3.1.4.8323329.13236.1517875244.271619
277,1.2.276.0.7230010.3.1.4.8323329.2163.1517875171.427248
278,1.2.276.0.7230010.3.1.4.8323329.2389.1517875172.512585
279,1.2.276.0.7230010.3.1.4.8323329.10371.1517875223.410271
280,1.2.276.0.7230010.3.1.4.8323329.32706.1517875161.898606
281,1.2.276.0.7230010.3.1.4.8323329.13547.1517875246.567659
282,1.2.276.0.7230010.3.1.4.8323329.3372.1517875177.535396
283,1.2.276.0.7230010.3.1.4.8323329.2336.1517875172.243921
284,1.2.276.0.7230010.3.1.4.8323329.13171.1517875243.994884
285,1.2.276.0.7230010.3.1.4.8323329.2641.1517875173.837846
286,1.2.276.0.7230010.3.1.4.8323329.11499.1517875233.225362
287,1.2.276.0.7230010.3.1.4.8323329.3443.1517875177.871597
288,1.2.276.0.7230010.3.1.4.8323329.10423.1517875223.644270
289,1.2.276.0.7230010.3.1.4.8323329.2821.1517875174.897493
290,1.2.276.0.7230010.3.1.4.8323329.4402.1517875182.663896
291,1.2.276.0.7230010.3.1.4.8323329.2605.1517875173.687873
292,1.2.276.0.7230010.3.1.4.8323329.10859.1517875225.990057
293,1.2.276.0.7230010.3.1.4.8323329.4898.1517875185.318787
294,1.2.276.0.7230010.3.1.4.8323329.4650.1517875183.982450
295,1.2.276.0.7230010.3.1.4.8323329.3964.1517875180.379578
296,1.2.276.0.7230010.3.1.4.8323329.13273.1517875244.439409
297,1.2.276.0.7230010.3.1.4.8323329.2915.1517875175.363370
298,1.2.276.0.7230010.3.1.4.8323329.2069.1517875170.994784
299,1.2.276.0.7230010.3.1.4.8323329.5683.1517875189.599331
300,1.2.276.0.7230010.3.1.4.8323329.1412.1517875167.630975
301,1.2.276.0.7230010.3.1.4.8323329.32284.1517875159.403015
302,1.2.276.0.7230010.3.1.4.8323329.13612.1517875246.848598
303,1.2.276.0.7230010.3.1.4.8323329.4735.1517875184.410483
304,1.2.276.0.7230010.3.1.4.8323329.13509.1517875245.802544
305,1.2.276.0.7230010.3.1.4.8323329.325.1517875162.384468
306,1.2.276.0.7230010.3.1.4.8323329.10001.1517875220.930580
307,1.2.276.0.7230010.3.1.4.8323329.32299.1517875159.769755
308,1.2.276.0.7230010.3.1.4.8323329.12156.1517875237.748784
309,1.2.276.0.7230010.3.1.4.8323329.32646.1517875161.607351
310,1.2.276.0.7230010.3.1.4.8323329.448.1517875162.988074
311,1.2.276.0.7230010.3.1.4.8323329.2244.1517875171.776116
312,1.2.276.0.7230010.3.1.4.8323329.14064.1517875249.454414
313,1.2.276.0.7230010.3.1.4.8323329.10174.1517875222.481277
314,1.2.276.0.7230010.3.1.4.8323329.13683.1517875247.195839
315,1.2.276.0.7230010.3.1.4.8323329.14209.1517875250.247490
316,1.2.276.0.7230010.3.1.4.8323329.11276.1517875232.97869
317,1.2.276.0.7230010.3.1.4.8323329.12504.1517875239.433651
318,1.2.276.0.7230010.3.1.4.8323329.2630.1517875173.773726
319,1.2.276.0.7230010.3.1.4.8323329.5218.1517875187.23413
320,1.2.276.0.7230010.3.1.4.8323329.2640.1517875173.835341
321,1.2.276.0.7230010.3.1.4.8323329.3760.1517875179.307505
322,1.2.276.0.7230010.3.1.4.8323329.10694.1517875225.115568
323,1.2.276.0.7230010.3.1.4.8323329.1766.1517875169.318619
324,1.2.276.0.7230010.3.1.4.8323329.1081.1517875166.228103
325,1.2.276.0.7230010.3.1.4.8323329.5638.1517875189.251081
326,1.2.276.0.7230010.3.1.4.8323329.10968.1517875228.787245
327,1.2.276.0.7230010.3.1.4.8323329.3029.1517875175.711694
328,1.2.276.0.7230010.3.1.4.8323329.32329.1517875160.91430
329,1.2.276.0.7230010.3.1.4.8323329.460.1517875163.52377
330,1.2.276.0.7230010.3.1.4.8323329.10011.1517875220.977487
331,1.2.276.0.7230010.3.1.4.8323329.10235.1517875222.754411
332,1.2.276.0.7230010.3.1.4.8323329.14270.1517875250.506358
333,1.2.276.0.7230010.3.1.4.8323329.12392.1517875238.932059
334,1.2.276.0.7230010.3.1.4.8323329.12527.1517875239.531103
335,1.2.276.0.7230010.3.1.4.8323329.12305.1517875238.471535
336,1.2.276.0.7230010.3.1.4.8323329.12792.1517875241.875159
337,1.2.276.0.7230010.3.1.4.8323329.10571.1517875224.333275
338,1.2.276.0.7230010.3.1.4.8323329.13798.1517875247.990948
339,1.2.276.0.7230010.3.1.4.8323329.4596.1517875183.652556
340,1.2.276.0.7230010.3.1.4.8323329.3149.1517875176.331946
341,1.2.276.0.7230010.3.1.4.8323329.524.1517875163.298894
342,1.2.276.0.7230010.3.1.4.8323329.4461.1517875182.971843
343,1.2.276.0.7230010.3.1.4.8323329.13447.1517875245.367852
344,1.2.276.0.7230010.3.1.4.8323329.13618.1517875246.881992
345,1.2.276.0.7230010.3.1.4.8323329.14530.1517875252.554209
346,1.2.276.0.7230010.3.1.4.8323329.1591.1517875168.523019
347,1.2.276.0.7230010.3.1.4.8323329.14031.1517875249.233468
348,1.2.276.0.7230010.3.1.4.8323329.5208.1517875186.973889
349,1.2.276.0.7230010.3.1.4.8323329.14521.1517875252.507065
350,1.2.276.0.7230010.3.1.4.8323329.14408.1517875251.948768
351,1.2.276.0.7230010.3.1.4.8323329.3473.1517875177.994480
352,1.2.276.0.7230010.3.1.4.8323329.13488.1517875245.545341
353,1.2.276.0.7230010.3.1.4.8323329.2669.1517875173.971495
354,1.2.276.0.7230010.3.1.4.8323329.10728.1517875225.326830
355,1.2.276.0.7230010.3.1.4.8323329.3166.1517875176.393634
356,1.2.276.0.7230010.3.1.4.8323329.4037.1517875180.811454
357,1.2.276.0.7230010.3.1.4.8323329.2770.1517875174.619644
358,1.2.276.0.7230010.3.1.4.8323329.12936.1517875242.612323
359,1.2.276.0.7230010.3.1.4.8323329.1065.1517875166.126456
360,1.2.276.0.7230010.3.1.4.8323329.2836.1517875174.995788
361,1.2.276.0.7230010.3.1.4.8323329.3373.1517875177.537106
362,1.2.276.0.7230010.3.1.4.8323329.11490.1517875233.194234
363,1.2.276.0.7230010.3.1.4.8323329.1265.1517875167.28712
364,1.2.276.0.7230010.3.1.4.8323329.13165.1517875243.967088
365,1.2.276.0.7230010.3.1.4.8323329.504.1517875163.224304
366,1.2.276.0.7230010.3.1.4.8323329.2323.1517875172.175897
367,1.2.276.0.7230010.3.1.4.8323329.3672.1517875178.937277
368,1.2.276.0.7230010.3.1.4.8323329.31669.1517875156.239920
369,1.2.276.0.7230010.3.1.4.8323329.1515.1517875168.187200
370,1.2.276.0.7230010.3.1.4.8323329.558.1517875163.430896
371,1.2.276.0.7230010.3.1.4.8323329.13876.1517875248.435599
372,1.2.276.0.7230010.3.1.4.8323329.4882.1517875185.245838
373,1.2.276.0.7230010.3.1.4.8323329.12531.1517875239.559491
374,1.2.276.0.7230010.3.1.4.8323329.3182.1517875176.464297
375,1.2.276.0.7230010.3.1.4.8323329.1100.1517875166.335042
376,1.2.276.0.7230010.3.1.4.8323329.2361.1517875172.356013
377,1.2.276.0.7230010.3.1.4.8323329.11581.1517875233.715317
378,1.2.276.0.7230010.3.1.4.8323329.3440.1517875177.845463
379,1.2.276.0.7230010.3.1.4.8323329.2643.1517875173.857756
380,1.2.276.0.7230010.3.1.4.8323329.475.1517875163.123986
381,1.2.276.0.7230010.3.1.4.8323329.1464.1517875167.927281
382,1.2.276.0.7230010.3.1.4.8323329.4463.1517875182.977400
383,1.2.276.0.7230010.3.1.4.8323329.11111.1517875231.215341
384,1.2.276.0.7230010.3.1.4.8323329.14465.1517875252.243919
385,1.2.276.0.7230010.3.1.4.8323329.14312.1517875250.941093
386,1.2.276.0.7230010.3.1.4.8323329.4834.1517875185.39692
387,1.2.276.0.7230010.3.1.4.8323329.10741.1517875225.413374
388,1.2.276.0.7230010.3.1.4.8323329.31644.1517875156.38707
389,1.2.276.0.7230010.3.1.4.8323329.2303.1517875172.23510
390,1.2.276.0.7230010.3.1.4.8323329.11921.1517875236.474727
391,1.2.276.0.7230010.3.1.4.8323329.4902.1517875185.343074
392,1.2.276.0.7230010.3.1.4.8323329.31994.1517875157.910390
393,1.2.276.0.7230010.3.1.4.8323329.14010.1517875249.111849
394,1.2.276.0.7230010.3.1.4.8323329.32628.1517875161.542105
395,1.2.276.0.7230010.3.1.4.8323329.13128.1517875243.795794
396,1.2.276.0.7230010.3.1.4.8323329.572.1517875163.499069
397,1.2.276.0.7230010.3.1.4.8323329.4083.1517875181.28021
398,1.2.276.0.7230010.3.1.4.8323329.12280.1517875238.377093
399,1.2.276.0.7230010.3.1.4.8323329.14197.1517875250.194662
